"Region","SUID_sd2","ID","SppCode","STATE_ABBR","ACTIVITY","LOCAL_QUALIFIER","nPlanted","nSurvived","PROC_FOREST","REMARKS","NBR_OF_UNITS","UOM","OWNERSHIP","ELEVATION","SU_SECURITY_ID","SU_CREATED_BY","SU_CREATED_DATE","SU_CREATED_IN_INSTANCE","SU_MODIFIED_BY","SU_MODIFIED_DATE","SU_MODIFIED_IN_INSTANCE","SUBUNIT","WATERSHED_CODE","STATE_ABBR.1","COUNTY_NAME","CONG_DIST_NAME","FIREREGIME","ISWUI","LAND_SUITABILITY_CLASS_CODE","REFORESTATION_STATUS_CODE","MGT_AREA_CODE","MGT_PRESCRIPTION_CODE","PRODUCTIVITY_CLASS_CODE","FEATURE_TYPE","SLOPE","ASPECT","LEGAL_LOCATION","ACT_OBJ_CLASS","ACT_OBJ_TECH","ACT_OBJ_NAME","EVENT_CN","ACTIVITY_CODE","LOCAL_QUALIFIER.1","ACT_SECURITY_ID","ACT_CREATED_BY","ACT_CREATED_DATE","ACT_CREATED_IN_INSTANCE","ACT_MODIFIED_BY","ACT_MODIFIED_DATE","ACT_MODIFIED_IN_INSTANCE","TREATMENT_NAME","DATE_PLANNED","NBR_UNITS_PLANNED","DATE_ACCOMPLISHED","NBR_UNITS_ACCOMPLISHED","DATE_COMPLETED","BIOMASS_UTILIZATION","CWPP","UNIT_ID","COST_PER_UOM","ACTIVITY_REMARKS","FISCAL_YEAR_PLANNED","FISCAL_YEAR_ACCOMPLISHED","FISCAL_YEAR_COMPLETED","CAUSAL_AGENT","EVENT_NAME","EVENT_YEAR","EXAM_NBR","ACTIVITY.1","TRACS_SILVA","NEEDS_ADJUSTMENT","REQ_CAUSAL_AGENT","ACTIVITY_UOM","IMPLEMENTATION_PROJECT_CN","IMPLEMENTATION_PROJECT_NBR","IMPLEMENTATION_PROJECT","IMPL_PROJECT_TYPE","SALE_CATEGORY","SALE_CN","NEPA_PROJECT_CN","PRI_FUNDING_EVENT_CN","PRIMARY_FUND","FUND_CODE","BASE_YEAR","PERCENT_FUNDED","FUND_NAME","FUND_ABBR","METHOD_CODE","EQUIPMENT_CODE","FUELS_FLAG","INVAS_FLAG","SILVI_FLAG","OTHER_FLAG","FUELS_KP_AREA","SUID_CN","AU_ID_NAME_ORG","FUND_CODES","PRI_BEN_RESOUCE_EVENT_CN","PRIMARY_RESOURCE","RESOURCE_CODE","WORKFORCE_CODES","KV_NBR_UNITS_FUNDED","PURPOSE_CODE","SCI_SPECIES_CODE","SCI_SPECIES_TYPE_CODE","NBR_PLANTED_TREES_STAKED","NBR_STAKED_TREES_SURVIVING","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","SURV_COMMENTS","CN","SEEDLOT","SEED_PLANNED_NBR_UNITS","SEED_ACTUAL_NBR_UNITS","SEED_UOM","NURSERY_CODE","SEEDLING_LOT_ID","SEEDLING_PLANNED_NBR_UNITS","SEEDLING_ACTUAL_NBR_UNITS","SEEDLING_UOM","SEED_BREEDING_ZONE","AGE_CLASS_SEED_BED","AGE_CLASS_TRANSPLANT","SEEDLING_STOCK_TYPE_CODE","SEED_SOURCE_CODE","ASST_MIGRATION","SUID_sd2.1","ID.1","FACTS_ID","Region.1","SppCode.1","Seedlot","Year_COMPLETED","FirstPlantingDate","LastPlantingDate","SeedlingActualUnits","PlantingDate","NurseryCode","SEED_SOURCE_CODE.1","SeedlingUOM","Seedzone","SUID_OG","Matched_Substring","SeedLAT","SeedLONG","DateSeedCollected","DateSeedTest","SeedlotSpp","SeedlotZone","Elev_SeedCollection","Nursery","SeedStock2023","SeedStockUnits"
5,"5.05522E+17","0505522470099000000","","CA","Plant Trees","N/A",NA,NA,505,"",32,"ACRES","FS",3800,50552,"RHAMMER","7/22/2016 17:34",10602,"RHAMMER","2/23/2024 12:58",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",2,"N",600,"","5","17",5,"A",55,"W","15N08E0916","EVENTS","ORACLE","SILVICULTURE","5.08576E+12",4431,"N/A",50552,"RHAMMER","7/22/2016 17:51",10602,"RHAMMER","6/5/2023 10:58",10602,"happy oak plant 2016","5/25/2016",32,"5/25/2016",32,"2016-05-25","","","",82,"",2016,2016,2016,"Fire","FRYING PAN FIRE",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44787,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,1.03443e+12,"2470099000                                                                                          WESTSIDE FIRE RECOVERY                                                                              050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08586e+12,"7417",NA,NA,"","PVT","368",7,7,"Trees per Acre","",1,NA,2,1,"N","5.05522E+17","0505522470099000000","2470099000",5,"","7417",2016,"2016-05-25","2016-05-25","","2016-05-25","PVT",1,"Trees per Acre","","5.05522E+17","Complete Match","46.64106",-110.5154,"1999","1-Apr-20","PIPO","PPS04","6","CdA",11362,"lbs"
5,"5.05522E+17","0505522460069000000","","CA","Plant Trees","N/A",NA,NA,505,"Westside Fire Recovery site prep/plant unit P280 - not associated with Cougar Hazard",76,"ACRES","FS",3400,50552,"FROM R5SRS","6/15/2004",10356,"FSDBA","7/14/2020 11:46",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",2,"A",60,"E","15N08E05","EVENTS","ORACLE","SILVICULTURE","4.40242E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 11:56",10602,"RHAMMER","3/10/2023 17:46",10602,"happy Oak Plant 2016","4/1/2016",75,"6/1/2016",75,"2016-06-01","","","P280",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","5.96517E+12","AG-9AC7-C-16-0032","2016 HAPPY-OAK TREE PLANTING","","C",19881010602,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,3105010356,"2460069000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08262e+12,"7614",NA,NA,"","PVT","376",53,53,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460069000000","2460069000",5,"","7614",2016,"1990-04-15","2020-05-01","","2016-06-01","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522460071000001","","CA","Plant Trees","N/A",NA,NA,505,"part of Westside Fire Recovery site prep/plant unit P285, not associated with Cougar Hazard",41,"ACRES","FS",NA,50552,"EMCCARTNEY","9/17/2018 15:30",10602,"AAMUELLER","8/5/2020 11:04",10602,"001",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",3,"A",NA,"","15N08E04","EVENTS","ORACLE","SILVICULTURE","4.4025E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 12:19",10602,"FSDBA","9/8/2022 17:22",10602,"Happy Oak Plant 2016","4/1/2016",41,"6/2/2016",41,"2016-06-02","","","P285",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","5.96517E+12","AG-9AC7-C-16-0032","2016 HAPPY-OAK TREE PLANTING","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,1.14994e+12,"2460071000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08266e+12,"7614",NA,NA,"","PVT","376",132,132,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460071000001","2460071000",5,"","7614",2016,"2016-06-02","2018-02-28","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522480009000000","","CA","Fill-in or Replant Trees","N/A",NA,NA,505,"",24,"ACRES","FS",4800,50552,"FROM R5SRS","6/15/2004",10356,"FSDBA","7/14/2020 11:48",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",5,"A",55,"SW","44N12W18","EVENTS","ORACLE","SILVICULTURE","5.0578E+12",4432,"N/A",50552,"EMCCARTNEY","7/11/2016 10:54",10602,"RHAMMER","4/24/2023 17:21",10602,"HAPPY OAK PLANTING","6/3/2016",19,"6/3/2016",19,"2016-06-03","","","",82,"",2016,2016,2016,"Failure","PANTHER FIRE",2008,NA,"Fill-in or Replant Trees","Y","N","Y","Acres","","","","","",NA,31012,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,9027010356,"2480009000                                                                                          BLACK PANTHER REFORESTATION                                                                         050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.05792e+12,"7614",NA,NA,"","PVT","376",28,28,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522480009000000","2480009000",5,"","7614",2016,"1970-03-15","2016-06-03","","2016-06-03","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522470037000001","","CA","Plant Trees","N/A",NA,NA,505,"",18,"ACRES","FS",NA,50552,"RHAMMER","12/13/2024 13:30",10602,"RHAMMER","12/13/2024 13:30",10602,"001",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",2,"A",NA,"","15N08E08","EVENTS","ORACLE","SILVICULTURE","4.40276E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 13:09",10602,"RHAMMER","12/13/2024 13:30",10602,"Happy Oak Plant","4/1/2016",18,"6/1/2016",18,"2016-06-01","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,1.44202e+12,"2470037000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08343e+12,"7614",NA,NA,"","PVT","376",75,75,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522470037000001","2470037000",5,"","7614",2016,"2016-06-01","2018-02-28","","2016-06-01","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522450115000000","","CA","Plant Trees","N/A",NA,NA,505,"",25,"ACRES","FS",3400,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","10/8/2020 14:45",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",801,"","2","",5,"A",55,"S","45N12W19","EVENTS","ORACLE","SILVICULTURE","4.40344E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 16:08",10602,"RHAMMER","7/24/2023 10:21",10602,"happy oak Plant","6/2/2016",25,"6/2/2016",25,"2016-06-02","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,3132010356,"2450115000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08228e+12,"7614",NA,NA,"","PVT","376",65,65,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522450115000000","2450115000",5,"","7614",2016,"1987-04-15","2018-02-28","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522470052000001","","CA","Plant Trees","N/A",NA,NA,505,"",11,"ACRES","FS",NA,50552,"EMCCARTNEY","9/11/2018 17:20",10602,"RHAMMER","7/28/2023 14:02",10602,"001",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",4,"A",NA,"","15N08E08","EVENTS","ORACLE","SILVICULTURE","4.4028E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 13:14",10602,"RHAMMER","5/16/2023 12:08",10602,"Happy Oak PLANT","4/1/2016",11,"6/1/2016",11,"2016-06-01","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44787,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,1.14839e+12,"2470052000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.0851e+12,"7614",NA,NA,"","PVT","376",74,74,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522470052000001","2470052000",5,"","7614",2016,"2016-06-01","2018-02-28","","2016-06-01","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522460014000001","","CA","Plant Trees","N/A",NA,NA,505,"",10,"ACRES","FS",NA,50552,"RHAMMER","12/13/2024 13:22",10602,"RHAMMER","12/13/2024 13:22",10602,"001",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",4,"A",NA,"","15N08E04","EVENTS","ORACLE","SILVICULTURE","5.08254E+12",4431,"N/A",50552,"RSIEMERS","7/21/2016 17:57",10602,"RHAMMER","12/13/2024 13:23",10602,"happy oak plant 2016","6/2/2016",10,"6/2/2016",10,"2016-06-02","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,1.44201e+12,"2460014000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08256e+12,"7614",NA,NA,"","PVT","376",81,81,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460014000001","2460014000",5,"","7614",2016,"2016-06-02","2016-06-02","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522460024000000","","CA","Plant Trees","N/A",NA,NA,505,"",11,"ACRES","FS",NA,50552,"FROM R5SRS","6/15/2004",10356,"AAMUELLER","8/5/2020 10:48",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",3,"A",20,"NE","15N08E05","EVENTS","ORACLE","SILVICULTURE","4.40328E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 15:30",10602,"FSDBA","9/8/2022 17:22",10602,"WESTSIDE FIRE RECOVERY PLANT","6/1/2016",11,"6/1/2016",11,"2016-06-01","","","P281",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","5.96517E+12","AG-9AC7-C-16-0032","2016 HAPPY-OAK TREE PLANTING","","",NA,44787,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,2941010356,"2460024000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08563e+12,"7614",NA,NA,"","PVT","376",74,74,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460024000000","2460024000",5,"","7614",2016,"1964-04-15","2020-05-01","","2016-06-01","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522460047000000","","CA","Plant Trees","N/A",NA,NA,505,"",18,"ACRES","FS",4000,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","8/3/2021 13:08",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",3,"A",40,"E","15N08E05","EVENTS","ORACLE","SILVICULTURE","4.40338E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 15:56",10602,"FSDBA","9/8/2022 17:22",10602,"WESTSIDE FIRE RECOVERY PLANT","6/2/2016",17,"6/2/2016",17,"2016-06-02","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44787,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,3094010356,"2460047000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08558e+12,"7614",NA,NA,"","PVT","376",95,95,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460047000000","2460047000",5,"","7614",2016,"1964-04-15","2020-05-01","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.69693",-111.73132,"2010","22-Apr-21","PIPO","PPS06","4.5","CdA",9464,"lbs"
5,"5.05522E+17","0505522460019000000","","CA","Plant Trees","N/A",NA,NA,505,"Westside Fire Recovery site prep/plant unit P288 - not associated with Cougar Hazard",21,"ACRES","FS",3700,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","7/24/2023 10:42",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",3,"A",55,"E","15N08E05","EVENTS","ORACLE","SILVICULTURE","5.08538E+12",4431,"N/A",50552,"RHAMMER","7/22/2016 15:55",10602,"FSDBA","9/8/2022 17:22",10602,"happy oak plant 2016","5/31/2016",21,"5/31/2016",21,"2016-05-31","","","P288",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","5.96517E+12","AG-9AC7-C-16-0032","2016 HAPPY-OAK TREE PLANTING","","",NA,44787,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,2937010356,"2460019000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.0854e+12,"7611",NA,NA,"","PVT","375",64,64,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522460019000000","2460019000",5,"","7611",2016,"1964-04-15","2018-02-28","","2016-05-31","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522450022000000","","CA","Plant Trees","N/A",NA,NA,505,"",7,"ACRES","FS",2200,50552,"FROM R5SRS","6/15/2004",10356,"FSDBA","7/14/2020 11:43",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",4,"A",50,"SE","16N08E30","EVENTS","ORACLE","SILVICULTURE","4.40287E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 13:28",10602,"RHAMMER","6/5/2023 10:40",10602,"Happy Oak PLANT","4/1/2016",6.6,"5/24/2016",6.6,"2016-05-24","","","",82,"",2016,2016,2016,"Fire","FRYING PAN FIRE",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,2999010356,"2450022000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08138e+12,"7611",NA,NA,"","PVT","375",116,116,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522450022000000","2450022000",5,"","7611",2016,"1963-04-15","2018-02-28","","2016-05-24","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522240012000000","","CA","Plant Trees","N/A",NA,NA,505,"Happy Camp WUI.",9.3,"ACRES","FS",2500,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","2/25/2025 11:51",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"Y",600,"","","",5,"A",70,"NW","16N07E25","EVENTS","ORACLE","SILVICULTURE","5.07862E+12",4431,"N/A",50552,"RSIEMERS","7/20/2016 19:30",10602,"FSDBA","9/8/2022 17:21",10602,"WESTSIDE FIRE RECOVERY","5/24/2016",9.3,"5/24/2016",9.3,"2016-05-24","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","4.63316E+12","SHFP-15-060","WESTSIDE FIRE RECOVERY","SHFP","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,2293010356,"2240012000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.07862e+12,"7611",NA,NA,"","PVT","375",81,81,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522240012000000","2240012000",5,"","7611",2016,"1968-03-15","2016-05-24","","2016-05-24","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522450092000001","","CA","Plant Trees","N/A",NA,NA,505,"Happy Camp WUI.",5,"ACRES","FS",NA,50552,"RHAMMER","11/18/2024 18:41",10602,"RHAMMER","2/25/2025 15:08",10602,"001",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"Y",600,"","","",4,"A",NA,"","16N08E30","EVENTS","ORACLE","SILVICULTURE","4.40342E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 16:06",10602,"RHAMMER","11/18/2024 18:42",10602,"Happy Oak plant 2016","5/30/2016",5,"5/30/2016",5,"2016-05-30","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","","","","","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,106,"",NA,"Y","Y",NA,1.43977e+12,"2450092000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08222e+12,"7611",NA,NA,"","PVT","375",77,77,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522450092000001","2450092000",5,"","7611",2016,"2016-05-30","2016-05-30","","2016-05-30","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522260030000002","","CA","Fill-in or Replant Trees","N/A",NA,NA,505,"Happy Camp WUI",22,"ACRES","FS",NA,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","2/21/2024 12:15",10602,"002",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"Y",600,"","","",4,"A",NA,"","16N07E0405","EVENTS","ORACLE","SILVICULTURE","5.08073E+12",4432,"N/A",50552,"RSIEMERS","7/21/2016 13:55",10602,"RHAMMER","5/15/2023 17:00",10602,"elk complex slashing Ref","6/2/2016",22,"6/2/2016",22,"2016-06-02","","","",82,"",2016,2016,2016,"Failure","LITTLE GRIDER FIRE",2007,NA,"Fill-in or Replant Trees","Y","N","Y","Acres","","","","","",NA,22343,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,6.03337e+11,"2260030000                                                                                                                                                                                              050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.0808e+12,"7611",NA,NA,"","PVT","375",103,103,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522260030000002","2260030000",5,"","7611",2016,"2011-03-08","2016-06-02","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522260030000003","","CA","Fill-in or Replant Trees","N/A",NA,NA,505,"Happy Camp WUI,",10.5,"ACRES","FS",NA,50552,"FROM R5SRS","6/15/2004",10356,"RHAMMER","2/21/2024 12:15",10602,"003",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"Y",600,"","","",4,"A",NA,"","16N07E05","EVENTS","ORACLE","SILVICULTURE","5.08108E+12",4432,"N/A",50552,"RSIEMERS","7/21/2016 14:26",10602,"RHAMMER","5/15/2023 17:00",10602,"Happy Oak plant 2016","6/2/2016",10.5,"6/2/2016",10.5,"2016-06-02","","","",82,"",2016,2016,2016,"Failure","LITTLE GRIDER FIRE",2007,NA,"Fill-in or Replant Trees","Y","N","Y","Acres","","","","","",NA,22343,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,6.03338e+11,"2260030000                                                                                                                                                                                              050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08112e+12,"7611",NA,NA,"","PVT","375",81,81,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522260030000003","2260030000",5,"","7611",2016,"2011-03-08","2016-06-02","","2016-06-02","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
5,"5.05522E+17","0505522450074000000","","CA","Plant Trees","N/A",NA,NA,505,"",5.4,"ACRES","FS",3000,50552,"FROM R5SRS","6/15/2004",10356,"FSDBA","7/14/2020 11:37",10602,"000",NA,"CA","Siskiyou","1ST CONGRESSIONAL DISTRICT OF CALIFORNIA",3,"N",600,"","","",3,"A",65,"E","15N07E02","EVENTS","ORACLE","SILVICULTURE","4.40341E+12",4431,"N/A",50552,"EMCCARTNEY","10/30/2014 16:03",10602,"FSDBA","9/8/2022 17:21",10602,"WESTSIDE FIRE RECOVERY PLANT","5/24/2016",5.4,"5/24/2016",5.4,"2016-05-24","","","",82,"",2016,2016,2016,"Fire","HAPPY CAMP COMPLEX",2014,NA,"Plant Trees","Y","N","Y","Acres","4.63316E+12","SHFP-15-060","WESTSIDE FIRE RECOVERY","SHFP","",NA,44879,NA,NA,NA,NA,NA,NA,NA,100,115,"",NA,"Y","Y",NA,2948010356,"2450074000                                                                                          WESTSIDE FIRE RECOVERY PLANT                                                                        050552","RTRT","","","","CT",NA,"","","",NA,NA,"","",NA,"","",NA,"",5.08192e+12,"7611",NA,NA,"","PVT","375",54,54,"Trees per Acre","",1,NA,2,4,"N","5.05522E+17","0505522450074000000","2450074000",5,"","7611",2016,"2006-03-24","2018-02-28","","2016-05-24","PVT",4,"Trees per Acre","","5.05522E+17","Complete Match","46.78807",-111.80431,"2010","22-Apr-21","PIPO","PPS06","4.3","CdA",8800,"lbs"
